Items in order,stemmed_text
"1 x Bageecha Pizza, 1 x Chilli Cheese Garlic Bread",x bageecha pizza x chilli chees garlic bread
"1 x Murgh Amritsari Seekh Pizza, 1 x OG Cheese Pide",x murgh amritsari seekh pizza x og chees pide
"1 x Pepperoni Garlic Bread, 1 x Jamaican Chicken Melt, 1 x Cheesy Garlic Bread",x pepperoni garlic bread x jamaican chicken melt x cheesi garlic bread
1 x Murgh Amritsari Garlic Bread,x murgh amritsari garlic bread
"1 x Cheesy Garlic Bread, 1 x Bageecha Pizza",x cheesi garlic bread x bageecha pizza
"1 x Cheesy Garlic Bread, 1 x Jamaican Chicken Melt",x cheesi garlic bread x jamaican chicken melt
1 x Just Pepperoni Pide,x pepperoni pide
"1 x All About Chicken Pizza, 1 x Bageecha Pizza",x chicken pizza x bageecha pizza
"1 x Bageecha Pizza, 1 x Makhani Paneer Pizza",x bageecha pizza x makhani paneer pizza
1 x Grilled Chicken Tangdi,x grill chicken tangdi
"1 x Bageecha Pizza, 1 x Peri Peri Paneer Pizza, 1 x Tripple Cheese Pizza",x bageecha pizza x peri peri paneer pizza x trippl chees pizza
"1 x All About Chicken Pizza, 1 x Bageecha Pizza",x chicken pizza x bageecha pizza
1 x Peri Peri Paneer Pizza,x peri peri paneer pizza
"1 x Margherita Pizza, 1 x Murgh Amritsari Garlic Bread",x margherita pizza x murgh amritsari garlic bread
1 x Makhani Paneer Pizza,x makhani paneer pizza
1 x Mutton Seekh Pizza,x mutton seekh pizza
1 x Peri Peri Chicken Melt,x peri peri chicken melt
1 x Bageecha Pizza,x bageecha pizza
26 x Bageecha Pizza,x bageecha pizza
1 x Mutton Seekh Pizza,x mutton seekh pizza
"1 x Herbed Potato, 1 x Herbed Potato",x herb potato x herb potato
1 x Chilli Cheese Garlic Bread,x chilli chees garlic bread
1 x Just Pepperoni Pide,x pepperoni pide
"1 x Murgh Amritsari Seekh Pide, 1 x All About Chicken Pizza",x murgh amritsari seekh pide x chicken pizza
"1 x Angara Paneer Melt, 1 x Peri Peri Paneer Pizza, 1 x Masala Paneer Pide",x angara paneer melt x peri peri paneer pizza x masala paneer pide
1 x Peri Peri Paneer Pizza,x peri peri paneer pizza
"1 x Just Pepperoni Pizza, 1 x Murgh Amritsari Seekh Melt",x pepperoni pizza x murgh amritsari seekh melt
"1 x Murgh Amritsari Seekh Pizza, 1 x Mutton Seekh Pide",x murgh amritsari seekh pizza x mutton seekh pide
1 x Chilli Cheese Garlic Bread,x chilli chees garlic bread
"1 x Murgh Amritsari Seekh Pizza, 1 x Tipsy Tiger Fresh Lime Soda",x murgh amritsari seekh pizza x tipsi tiger fresh lime soda
"1 x Bageecha Pizza, 1 x Makhani Paneer Pizza",x bageecha pizza x makhani paneer pizza
1 x All About Chicken Pizza,x chicken pizza
"1 x Bacon Pepperoni Melt, 1 x Jamaican Chicken Melt",x bacon pepperoni melt x jamaican chicken melt
1 x Masala Potato Pide,x masala potato pide
"2 x Herbed Potato, 2 x Chilli Cheese Garlic Bread",x herb potato x chilli chees garlic bread
1 x Bageecha Pizza,x bageecha pizza
1 x Makhani Paneer Pizza,x makhani paneer pizza
"1 x Bageecha Pizza, 1 x Peri Peri Crisper Fries, 1 x Peanut Butter Chocolate Pide",x bageecha pizza x peri peri crisper fri x peanut butter chocol pide
"1 x Bageecha Pizza, 1 x Just Pepperoni Pizza",x bageecha pizza x pepperoni pizza
"1 x Tipsy Tiger Fresh Lime Soda, 2 x Masala Paneer Pide",x tipsi tiger fresh lime soda x masala paneer pide
"1 x Peri Peri Chicken Melt, 1 x Murgh Amritsari Seekh Pide",x peri peri chicken melt x murgh amritsari seekh pide
"1 x All About Chicken Pizza, 1 x Bageecha Pizza",x chicken pizza x bageecha pizza
2 x Jamaican Chicken Melt,x jamaican chicken melt
"1 x Peri Peri Paneer Melt, 1 x Indian Salsa",x peri peri paneer melt x indian salsa
"1 x Mushroom Pizza, 1 x Indian Masala Fries",x mushroom pizza x indian masala fri
"1 x Herbed Potato, 1 x Pepperoni Garlic Bread",x herb potato x pepperoni garlic bread
1 x Murgh Amritsari Seekh Pizza,x murgh amritsari seekh pizza
"1 x Bellpepper Onion Pizza, 1 x Peri Peri Fries",x bellpepp onion pizza x peri peri fri
1 x Makhani Paneer Pizza,x makhani paneer pizza
1 x All About Chicken Pizza,x chicken pizza
"1 x Chilli Cheese Garlic Bread, 1 x Bellpepper Onion Pizza",x chilli chees garlic bread x bellpepp onion pizza
1 x Bageecha Pizza,x bageecha pizza
"1 x Tipsy Tiger Ginger Ale, 1 x All About Chicken Pizza",x tipsi tiger ginger ale x chicken pizza
"1 x Tripple Cheese Pizza, 1 x Makhani Paneer Pizza",x trippl chees pizza x makhani paneer pizza
2 x Jamaican Chicken Melt,x jamaican chicken melt
"1 x Mushroom Pizza, 1 x Masala Paneer Pide",x mushroom pizza x masala paneer pide
"1 x Masala Paneer Pide, 2 x Salted Crisper Fries, 1 x Tripple Cheese Pizza",x masala paneer pide x salt crisper fri x trippl chees pizza
1 x Peri Peri Paneer Pizza,x peri peri paneer pizza
1 x Makhani Paneer Pizza,x makhani paneer pizza
"1 x Mushroom Pizza, 1 x All About Chicken Pizza",x mushroom pizza x chicken pizza
1 x Bageecha Pizza,x bageecha pizza
"1 x Bageecha Pizza, 1 x Chilli Cheese Garlic Bread",x bageecha pizza x chilli chees garlic bread
2 x Bageecha Pizza,x bageecha pizza
"1 x Mutton Seekh Pizza, 1 x Bageecha Pizza",x mutton seekh pizza x bageecha pizza
"1 x Herbed Potato, 1 x Peri Peri Fries, 1 x Peri Peri Chicken Melt, 1 x Indian Masala Fries, 1 x All About Chicken Pizza, 1 x Bageecha Pizza",x herb potato x peri peri fri x peri peri chicken melt x indian masala fri x chicken pizza x bageecha pizza
"1 x Tipsy Tiger Ginger Ale, 1 x Peri Peri Crisper Fries, 1 x Jamaican Chicken Melt",x tipsi tiger ginger ale x peri peri crisper fri x jamaican chicken melt
"1 x Masala Paneer Pide, 1 x Chilli Cheese Garlic Bread, 1 x Margherita Pizza, 1 x Makhani Paneer Pizza",x masala paneer pide x chilli chees garlic bread x margherita pizza x makhani paneer pizza
1 x Peri Peri Chicken Melt,x peri peri chicken melt
"1 x Pepperoni Garlic Bread, 1 x Peri Peri Chicken Melt, 1 x Jamaican Chicken Melt",x pepperoni garlic bread x peri peri chicken melt x jamaican chicken melt
1 x Peri Peri Paneer Pizza,x peri peri paneer pizza
1 x All About Chicken Pizza,x chicken pizza
2 x Herbed Potato,x herb potato
"1 x Bageecha Pizza, 1 x Herbed Potato",x bageecha pizza x herb potato
"1 x Masala Potato Pide, 1 x Herbed Potato",x masala potato pide x herb potato
"1 x Pepperoni Garlic Bread, 1 x Margherita Pizza, 1 x Herbed Potato, 1 x Peri Peri Chicken Melt",x pepperoni garlic bread x margherita pizza x herb potato x peri peri chicken melt
1 x Peri Peri Chicken Melt,x peri peri chicken melt
1 x All About Chicken Pizza,x chicken pizza
1 x All About Chicken Pizza,x chicken pizza
"1 x Murgh Amritsari Seekh Pizza, 1 x Herbed Potato, 1 x Crushed Papad",x murgh amritsari seekh pizza x herb potato x crush papad
"1 x Masala Paneer Pide, 1 x Herbed Potato",x masala paneer pide x herb potato
1 x Mutton Seekh Pizza,x mutton seekh pizza
"1 x Peri Peri Chicken Melt, 1 x Herbed Potato",x peri peri chicken melt x herb potato
"1 x Herbed Potato, 1 x Just Pepperoni Pizza, 1 x Fried Chicken Tenders",x herb potato x pepperoni pizza x fri chicken tender
"1 x Peri Peri Chicken Melt, 1 x Peri Peri Paneer Pizza",x peri peri chicken melt x peri peri paneer pizza
2 x Mutton Seekh Pizza,x mutton seekh pizza
"1 x Herbed Potato, 1 x Bageecha Pizza",x herb potato x bageecha pizza
"1 x Peri Peri Fries, 1 x Pepperoni Garlic Bread, 1 x Mutton Seekh Pizza, 1 x Chilli Cheese Garlic Bread, 1 x Mushroom Mozzarella Melt, 1 x Peri Peri Chicken Melt",x peri peri fri x pepperoni garlic bread x mutton seekh pizza x chilli chees garlic bread x mushroom mozzarella melt x peri peri chicken melt
"1 x Makhani Paneer Pizza, 1 x Cheesy Garlic Bread",x makhani paneer pizza x cheesi garlic bread
1 x Makhani Paneer Pizza,x makhani paneer pizza
"1 x Peri Peri Chicken Melt, 1 x Pepperoni Garlic Bread",x peri peri chicken melt x pepperoni garlic bread
"1 x Masala Potato Pide, 1 x Peri Peri Chicken Melt",x masala potato pide x peri peri chicken melt
1 x Chilli Cheese Garlic Bread,x chilli chees garlic bread
"1 x Herbed Potato, 1 x Mutton Seekh Pizza",x herb potato x mutton seekh pizza
"1 x Peri Peri Paneer Pizza, 1 x Angara Paneer Melt",x peri peri paneer pizza x angara paneer melt
1 x Mutton Seekh Pizza,x mutton seekh pizza
"1 x Chilli Cheese Garlic Bread, 1 x Bageecha Pizza",x chilli chees garlic bread x bageecha pizza
"4 x Margherita Pizza, 4 x Chilli Cheese Garlic Bread, 4 x Cheesy Garlic Bread, 4 x Bageecha Pizza",x margherita pizza x chilli chees garlic bread x cheesi garlic bread x bageecha pizza
"1 x Pepperoni Garlic Bread, 1 x Peri Peri Chicken Melt",x pepperoni garlic bread x peri peri chicken melt
"1 x Mutton Seekh Pizza, 1 x All About Chicken Pizza, 1 x Tipsy Tiger Ginger Ale",x mutton seekh pizza x chicken pizza x tipsi tiger ginger ale
"1 x Murgh Amritsari Seekh Pizza, 1 x Chilli Cheese Garlic Bread",x murgh amritsari seekh pizza x chilli chees garlic bread
1 x Mutton Seekh Pizza,x mutton seekh pizza
"1 x Herbed Potato, 1 x Peri Peri Chicken Melt, 1 x Pepperoni Garlic Bread",x herb potato x peri peri chicken melt x pepperoni garlic bread
1 x Bageecha Pizza,x bageecha pizza
"1 x Bageecha Pizza, 1 x Makhani Paneer Pizza, 1 x Chilli Cheese Garlic Bread",x bageecha pizza x makhani paneer pizza x chilli chees garlic bread
"1 x Fried Chicken Tenders, 1 x Murgh Amritsari Seekh Pizza",x fri chicken tender x murgh amritsari seekh pizza
1 x Murgh Amritsari Garlic Bread,x murgh amritsari garlic bread
"1 x Cheesy Garlic Bread, 1 x All About Chicken Pizza",x cheesi garlic bread x chicken pizza
1 x All About Chicken Pizza,x chicken pizza
"1 x Peri Peri Chicken Melt, 1 x Tripple Cheese Pizza",x peri peri chicken melt x trippl chees pizza
1 x Peri Peri Chicken Melt,x peri peri chicken melt
"1 x Tripple Cheese Pizza, 1 x Herbed Potato, 1 x Murgh Amritsari Seekh Pizza",x trippl chees pizza x herb potato x murgh amritsari seekh pizza
"1 x Pepperoni Garlic Bread, 1 x Mutton Seekh Pizza",x pepperoni garlic bread x mutton seekh pizza
1 x Peri Peri Chicken Melt,x peri peri chicken melt
"1 x Pepperoni Garlic Bread, 1 x Herbed Potato, 1 x Peri Peri Chicken Melt",x pepperoni garlic bread x herb potato x peri peri chicken melt
"1 x Mutton Seekh Pizza, 1 x Herbed Potato",x mutton seekh pizza x herb potato
1 x Murgh Amritsari Garlic Bread,x murgh amritsari garlic bread
"1 x Spinach Sumac Pide, 1 x Herbed Potato",x spinach sumac pide x herb potato
"1 x Herbed Potato, 1 x Masala Potato Pide, 1 x Angara Paneer Melt",x herb potato x masala potato pide x angara paneer melt
"1 x Herbed Potato, 1 x Pepperoni Garlic Bread",x herb potato x pepperoni garlic bread
"1 x Salted Fries, 1 x Peri Peri Paneer Pizza",x salt fri x peri peri paneer pizza
1 x Margherita Pizza,x margherita pizza
"1 x Margherita Pizza, 1 x Chilli Cheese Garlic Bread, 1 x Masala Paneer Pide, 1 x Makhani Paneer Pizza",x margherita pizza x chilli chees garlic bread x masala paneer pide x makhani paneer pizza
1 x Makhani Paneer Pizza,x makhani paneer pizza
"1 x All About Chicken Pizza, 1 x Chilli Cheese Garlic Bread, 1 x Herbed Potato",x chicken pizza x chilli chees garlic bread x herb potato
1 x Makhani Paneer Pizza,x makhani paneer pizza
"1 x Chilli Cheese Garlic Bread, 1 x Mushroom Mozzarella Melt",x chilli chees garlic bread x mushroom mozzarella melt
"1 x Angara Paneer Melt, 1 x Murgh Amritsari Seekh Melt",x angara paneer melt x murgh amritsari seekh melt
"1 x Peri Peri Grilled Chicken Pizza, 1 x Murgh Amritsari Garlic Bread",x peri peri grill chicken pizza x murgh amritsari garlic bread
1 x Mutton Seekh Pizza,x mutton seekh pizza
"1 x Peri Peri Paneer Pizza, 1 x Cheesy Garlic Bread",x peri peri paneer pizza x cheesi garlic bread
1 x Bageecha Pizza,x bageecha pizza
1 x Masala Paneer Pide,x masala paneer pide
"1 x Makhani Paneer Pizza, 1 x Cheesy Garlic Bread",x makhani paneer pizza x cheesi garlic bread
"1 x Peri Peri Chicken Melt, 1 x Herbed Potato, 1 x Pepperoni Garlic Bread",x peri peri chicken melt x herb potato x pepperoni garlic bread
1 x Mutton Seekh Pizza,x mutton seekh pizza
"1 x Just Pepperoni Pizza, 1 x Mutton Seekh Pizza",x pepperoni pizza x mutton seekh pizza
"1 x Mutton Seekh Pizza, 1 x Bageecha Pizza, 1 x Murgh Amritsari Seekh Pizza",x mutton seekh pizza x bageecha pizza x murgh amritsari seekh pizza
"1 x Cheesy Garlic Bread, 1 x Bageecha Pizza",x cheesi garlic bread x bageecha pizza
"1 x Chilli Cheese Garlic Bread, 1 x Herbed Potato",x chilli chees garlic bread x herb potato
1 x Chilli Cheese Garlic Bread,x chilli chees garlic bread
1 x Mutton Seekh Pizza,x mutton seekh pizza
"1 x Masala Potato Pide, 1 x Herbed Potato",x masala potato pide x herb potato
1 x Bageecha Pizza,x bageecha pizza
"1 x Bageecha Pizza, 1 x Herbed Potato",x bageecha pizza x herb potato
1 x Pepperoni Garlic Bread,x pepperoni garlic bread
1 x Mushroom Pizza,x mushroom pizza
"1 x Herbed Potato, 1 x Chilli Cheese Garlic Bread, 1 x Masala Potato Pide, 1 x Bageecha Pizza",x herb potato x chilli chees garlic bread x masala potato pide x bageecha pizza
2 x Peri Peri Chicken Melt,x peri peri chicken melt
1 x Mutton Seekh Pizza,x mutton seekh pizza
1 x All About Chicken Pizza,x chicken pizza
"1 x Chilli Cheese Garlic Bread, 1 x Peri Peri Paneer Pizza, 1 x Cheesy Garlic Bread, 1 x Peri Peri Fries",x chilli chees garlic bread x peri peri paneer pizza x cheesi garlic bread x peri peri fri
1 x Murgh Amritsari Garlic Bread,x murgh amritsari garlic bread
1 x Makhani Paneer Pizza,x makhani paneer pizza
"1 x Just Pepperoni Pizza, 1 x Garlic Aioli, 1 x Murgh Amritsari Seekh Pizza",x pepperoni pizza x garlic aioli x murgh amritsari seekh pizza
1 x Peri Peri Paneer Pizza,x peri peri paneer pizza
1 x All About Chicken Pizza,x chicken pizza
1 x OG Cheese Pide,x og chees pide
1 x Bageecha Pizza,x bageecha pizza
"1 x Cheesy Garlic Bread, 1 x Peri Peri Paneer Pizza",x cheesi garlic bread x peri peri paneer pizza
"1 x Tripple Cheese Pizza, 1 x Bageecha Pizza",x trippl chees pizza x bageecha pizza
"1 x Peri Peri Crisper Fries, 1 x Chilli Cheese Garlic Bread, 1 x Angara Paneer Melt",x peri peri crisper fri x chilli chees garlic bread x angara paneer melt
1 x Pepperoni Garlic Bread,x pepperoni garlic bread
1 x Murgh Amritsari Seekh Melt,x murgh amritsari seekh melt
1 x Chilli Cheese Garlic Bread,x chilli chees garlic bread
"1 x Angara Paneer Melt, 1 x Indian Masala Fries, 1 x Murgh Amritsari Seekh Pide",x angara paneer melt x indian masala fri x murgh amritsari seekh pide
1 x Bageecha Pizza,x bageecha pizza
1 x Bageecha Pizza,x bageecha pizza
"1 x Bageecha Pizza, 1 x Masala Potato Pide",x bageecha pizza x masala potato pide
"1 x Bageecha Pizza, 1 x Makhani Paneer Pizza",x bageecha pizza x makhani paneer pizza
"1 x Peri Peri Paneer Melt, 2 x Murgh Amritsari Seekh Melt, 1 x Angara Paneer Melt",x peri peri paneer melt x murgh amritsari seekh melt x angara paneer melt
"1 x Murgh Amritsari Garlic Bread, 1 x Chilli Cheese Garlic Bread",x murgh amritsari garlic bread x chilli chees garlic bread
"2 x Herbed Potato, 1 x Masala Paneer Pide, 1 x Murgh Amritsari Seekh Pide",x herb potato x masala paneer pide x murgh amritsari seekh pide
"1 x Margherita Pizza, 1 x Jamaican Chicken Melt",x margherita pizza x jamaican chicken melt
"1 x Indian Masala Cripser Fries, 1 x Masala Paneer Pide",x indian masala cripser fri x masala paneer pide
"1 x Masala Paneer Pide, 1 x Peri Peri Crisper Fries",x masala paneer pide x peri peri crisper fri
"1 x Pepperoni Garlic Bread, 1 x Chilli Cheese Garlic Bread",x pepperoni garlic bread x chilli chees garlic bread
2 x Jamaican Chicken Melt,x jamaican chicken melt
"1 x Bageecha Pizza, 1 x Mushroom Pizza",x bageecha pizza x mushroom pizza
"1 x Just Pepperoni Pizza, 1 x Murgh Amritsari Seekh Pizza",x pepperoni pizza x murgh amritsari seekh pizza
"1 x Peri Peri Grilled Chicken Pizza, 1 x Chicken Pepperoni Pizza",x peri peri grill chicken pizza x chicken pepperoni pizza
"1 x Tripple Cheese Pizza, 1 x Chilli Cheese Garlic Bread, 1 x Mushroom Mozzarella Melt",x trippl chees pizza x chilli chees garlic bread x mushroom mozzarella melt
"1 x Murgh Amritsari Seekh Pide, 1 x Masala Paneer Pide",x murgh amritsari seekh pide x masala paneer pide
"1 x Angara Paneer Melt, 1 x Mushroom Mozzarella Melt",x angara paneer melt x mushroom mozzarella melt
"1 x Peri Peri Paneer Pizza, 1 x Bageecha Pizza",x peri peri paneer pizza x bageecha pizza
"2 x Peri Peri Paneer Pizza, 1 x Murgh Amritsari Seekh Pizza, 2 x Masala Paneer Pide, 1 x Makhani Paneer Pizza, 2 x Bageecha Pizza",x peri peri paneer pizza x murgh amritsari seekh pizza x masala paneer pide x makhani paneer pizza x bageecha pizza
"1 x Masala Paneer Pide, 1 x Cheesy Garlic Bread, 1 x Makhani Paneer Pizza, 1 x Peri Peri Paneer Pizza",x masala paneer pide x cheesi garlic bread x makhani paneer pizza x peri peri paneer pizza
"1 x Mushroom Mozzarella Melt, 1 x Chicken Pepperoni Pizza, 1 x Masala Paneer Pide, 1 x OG Cheese Pide",x mushroom mozzarella melt x chicken pepperoni pizza x masala paneer pide x og chees pide
"1 x Murgh Amritsari Seekh Melt, 1 x Mushroom Pizza, 1 x Jamaican Chicken Melt, 1 x Peri Peri Grilled Chicken Pizza",x murgh amritsari seekh melt x mushroom pizza x jamaican chicken melt x peri peri grill chicken pizza
"1 x Chilli Cheese Garlic Bread, 2 x Murgh Amritsari Seekh Pide, 1 x Peri Peri Crisper Fries",x chilli chees garlic bread x murgh amritsari seekh pide x peri peri crisper fri
"1 x Cheesy Garlic Bread, 1 x Chilli Cheese Garlic Bread",x cheesi garlic bread x chilli chees garlic bread
"1 x Makhani Paneer Pizza, 1 x Jamaican Chicken Melt",x makhani paneer pizza x jamaican chicken melt
"1 x Masala Paneer Pide, 1 x Murgh Amritsari Seekh Pide",x masala paneer pide x murgh amritsari seekh pide
"1 x Murgh Amritsari Seekh Melt, 1 x Angara Paneer Melt",x murgh amritsari seekh melt x angara paneer melt
"1 x Margherita Pizza, 1 x Tripple Cheese Pizza",x margherita pizza x trippl chees pizza
"1 x Murgh Amritsari Seekh Pide, 1 x Masala Paneer Pide",x murgh amritsari seekh pide x masala paneer pide
"1 x Peri Peri Paneer Pizza, 1 x Mushroom Pizza",x peri peri paneer pizza x mushroom pizza
1 x Murgh Amritsari Seekh Pide,x murgh amritsari seekh pide
"1 x Bacon Pepperoni Melt, 1 x All About Chicken Pizza, 1 x Just Pepperoni Pizza, 1 x Jamaican Chicken Melt",x bacon pepperoni melt x chicken pizza x pepperoni pizza x jamaican chicken melt
"1 x All About Chicken Pizza, 1 x Chicken Pepperoni Pizza",x chicken pizza x chicken pepperoni pizza
"1 x Margherita Pizza, 1 x Bellpepper Onion Pizza, 1 x Salted Crisper Fries, 1 x Herbed Potato",x margherita pizza x bellpepp onion pizza x salt crisper fri x herb potato
"1 x All About Chicken Pizza, 1 x Just Pepperoni Pizza",x chicken pizza x pepperoni pizza
2 x Margherita Pizza,x margherita pizza
2 x Just Pepperoni Pizza,x pepperoni pizza
"5 x Peri Peri Grilled Chicken Pizza, 5 x Makhani Paneer Pizza, 5 x All About Chicken Pizza, 5 x Bageecha Pizza",x peri peri grill chicken pizza x makhani paneer pizza x chicken pizza x bageecha pizza
"1 x Masala Paneer Pide, 1 x Makhani Paneer Pizza",x masala paneer pide x makhani paneer pizza
1 x Makhani Paneer Pizza,x makhani paneer pizza
"1 x Mushroom Pizza, 1 x All About Chicken Pizza, 2 x Jamaican Chicken Melt, 2 x Mushroom Mozzarella Melt",x mushroom pizza x chicken pizza x jamaican chicken melt x mushroom mozzarella melt
